"","Experiment","Condition","Pair","Block","TrialN","Animal","Number","Movement","Description","Participant","ParticipantID","Score","WordOrder","Marked"
"40717","Experiment2","100-33",170,"Recall 1",55,5,1,2,"boingla oinko dak","P1","170P1",NA,"VNP",TRUE
"40718","Experiment2","100-33",170,"Recall 1",55,4,1,1,"wooshla bugo","P2","170P2",NA,"VN",FALSE
"40719","Experiment2","100-33",170,"Recall 1",56,6,1,1,"wooshla fino dak","P1","170P1",NA,"VNP",TRUE
"40720","Experiment2","100-33",170,"Recall 1",56,3,1,1,"wooshla hoppo dak","P2","170P2",NA,"VNP",TRUE
"40721","Experiment2","100-33",170,"Recall 1",57,3,1,2,"boingla hoppo dak","P1","170P1",NA,"VNP",TRUE
"40722","Experiment2","100-33",170,"Recall 1",57,3,2,1,"wooshla hoppo bup","P2","170P2",NA,"VNP",TRUE
"40723","Experiment2","100-33",170,"Recall 1",58,4,2,2,"wooshla bugo bup","P1","170P1",NA,"VNP",TRUE
"40724","Experiment2","100-33",170,"Recall 1",58,1,2,1,"wooshla beeko bup","P2","170P2",NA,"VNP",TRUE
"40725","Experiment2","100-33",170,"Recall 1",59,3,2,2,"boingla hoppo bup","P1","170P1",NA,"VNP",TRUE
"40726","Experiment2","100-33",170,"Recall 1",59,6,2,2,"boingla fino bup","P2","170P2",NA,"VNP",TRUE
"40727","Experiment2","100-33",170,"Recall 1",60,4,1,2,"boingla bugo dak","P1","170P1",NA,"VNP",TRUE
"40728","Experiment2","100-33",170,"Recall 1",60,4,1,2,"boingla bugo","P2","170P2",NA,"VN",FALSE
"40729","Experiment2","100-33",170,"Recall 1",61,5,1,1,"wooshla oinko dak","P1","170P1",NA,"VNP",TRUE
"40730","Experiment2","100-33",170,"Recall 1",61,5,2,2,"boingla oinko bup","P2","170P2",NA,"VNP",TRUE
"40731","Experiment2","100-33",170,"Recall 1",62,1,2,2,"boingla beeko bup","P1","170P1",NA,"VNP",TRUE
"40732","Experiment2","100-33",170,"Recall 1",62,4,2,1,"wooshla bugo bup","P2","170P2",NA,"VNP",TRUE
"40733","Experiment2","100-33",170,"Recall 1",63,6,2,1,"wooshla fino bup","P1","170P1",NA,"VNP",TRUE
"40734","Experiment2","100-33",170,"Recall 1",63,4,2,2,"boingla bugo bup","P2","170P2",NA,"VNP",TRUE
"40735","Experiment2","100-33",170,"Recall 1",64,1,1,1,"wooshla beeko dak","P1","170P1",NA,"VNP",TRUE
"40736","Experiment2","100-33",170,"Recall 1",64,3,1,2,"boingla hoppo","P2","170P2",NA,"VN",FALSE
"40737","Experiment2","100-33",170,"Recall 1",65,5,2,2,"boingla oinko bup","P1","170P1",NA,"VNP",TRUE
"40738","Experiment2","100-33",170,"Recall 1",65,3,2,2,"boingla hoppo bup","P2","170P2",NA,"VNP",TRUE
"40739","Experiment2","100-33",170,"Recall 1",66,2,2,1,"wooshla trunko bup","P1","170P1",NA,"VNP",TRUE
"40740","Experiment2","100-33",170,"Recall 1",66,6,1,1,"wooshla fino dak","P2","170P2",NA,"VNP",TRUE
"40741","Experiment2","100-33",170,"Recall 1",67,3,1,1,"wooshla hoppo dak","P1","170P1",NA,"VNP",TRUE
"40742","Experiment2","100-33",170,"Recall 1",67,6,1,2,"boingla fino","P2","170P2",NA,"VN",FALSE
"40743","Experiment2","100-33",170,"Recall 1",68,2,2,2,"boingla trunko bup","P1","170P1",NA,"VNP",TRUE
"40744","Experiment2","100-33",170,"Recall 1",68,2,1,2,"boingla trunko dak","P2","170P2",NA,"VNP",TRUE
"40745","Experiment2","100-33",170,"Recall 1",69,1,2,1,"wooshla beeko bup","P1","170P1",NA,"VNP",TRUE
"40746","Experiment2","100-33",170,"Recall 1",69,2,2,1,"wooshla trunko bup","P2","170P2",NA,"VNP",TRUE
"40747","Experiment2","100-33",170,"Recall 1",70,6,2,2,"boingla fino bup","P1","170P1",NA,"VNP",TRUE
"40748","Experiment2","100-33",170,"Recall 1",70,2,1,1,"wooshla trunko","P2","170P2",NA,"VN",FALSE
"40749","Experiment2","100-33",170,"Recall 1",71,5,2,1,"wooshla oinko bup","P1","170P1",NA,"VNP",TRUE
"40750","Experiment2","100-33",170,"Recall 1",71,6,2,1,"wooshla fino bup","P2","170P2",NA,"VNP",TRUE
"40751","Experiment2","100-33",170,"Recall 1",72,2,1,1,"wooshla trunko dak","P1","170P1",NA,"VNP",TRUE
"40752","Experiment2","100-33",170,"Recall 1",72,2,2,2,"boingla trunko bup","P2","170P2",NA,"VNP",TRUE
"40753","Experiment2","100-33",170,"Interaction Block 1",1,4,2,1,"wooshla bugo bup","P2","170P2",1,"VNP",TRUE
"40754","Experiment2","100-33",170,"Interaction Block 1",2,6,2,1,"wooshla fino bup","P1","170P1",1,"VNP",TRUE
"40755","Experiment2","100-33",170,"Interaction Block 1",3,5,2,1,"wooshla oinko bup","P2","170P2",1,"VNP",TRUE
"40756","Experiment2","100-33",170,"Interaction Block 1",4,2,1,2,"boingla trunko dak","P1","170P1",1,"VNP",TRUE
"40757","Experiment2","100-33",170,"Interaction Block 1",5,2,1,2,"boingla trunko dak","P2","170P2",1,"VNP",TRUE
"40758","Experiment2","100-33",170,"Interaction Block 1",6,2,2,1,"wooshla trunko bup","P1","170P1",1,"VNP",TRUE
"40759","Experiment2","100-33",170,"Interaction Block 1",7,5,2,2,"boingla oinko bup","P2","170P2",1,"VNP",TRUE
"40760","Experiment2","100-33",170,"Interaction Block 1",8,2,1,1,"wooshla trunko dak","P1","170P1",1,"VNP",TRUE
"40761","Experiment2","100-33",170,"Interaction Block 1",9,6,1,2,"boingla fino dak","P2","170P2",1,"VNP",TRUE
"40762","Experiment2","100-33",170,"Interaction Block 1",10,4,1,1,"wooshla bugo dak","P1","170P1",1,"VNP",TRUE
"40763","Experiment2","100-33",170,"Interaction Block 1",11,1,1,2,"boingla beeko dak","P2","170P2",1,"VNP",TRUE
"40764","Experiment2","100-33",170,"Interaction Block 1",12,3,2,2,"boingla hoppo bup","P1","170P1",1,"VNP",TRUE
"40765","Experiment2","100-33",170,"Interaction Block 1",13,6,1,1,"wooshla fino dak","P2","170P2",1,"VNP",TRUE
"40766","Experiment2","100-33",170,"Interaction Block 1",14,5,2,2,"boingla oinko bup","P1","170P1",1,"VNP",TRUE
"40767","Experiment2","100-33",170,"Interaction Block 1",15,2,1,1,"wooshla trunko dak","P2","170P2",1,"VNP",TRUE
"40768","Experiment2","100-33",170,"Interaction Block 1",16,2,2,2,"boingla trunko bup","P1","170P1",1,"VNP",TRUE
"40769","Experiment2","100-33",170,"Interaction Block 1",17,6,2,1,"wooshla fino bup","P2","170P2",1,"VNP",TRUE
"40770","Experiment2","100-33",170,"Interaction Block 1",18,1,2,1,"wooshla beeko bup","P1","170P1",1,"VNP",TRUE
"40771","Experiment2","100-33",170,"Interaction Block 1",19,5,1,2,"boingla oinko dak","P2","170P2",1,"VNP",TRUE
"40772","Experiment2","100-33",170,"Interaction Block 1",20,3,2,1,"wooshla hoppo bup","P1","170P1",1,"VNP",TRUE
"40773","Experiment2","100-33",170,"Interaction Block 1",21,3,1,1,"wooshla hoppo dak","P2","170P2",1,"VNP",TRUE
"40774","Experiment2","100-33",170,"Interaction Block 1",22,5,2,1,"wooshla oinko bup","P1","170P1",1,"VNP",TRUE
"40775","Experiment2","100-33",170,"Interaction Block 1",23,3,1,2,"boingla hoppo dak","P2","170P2",1,"VNP",TRUE
"40776","Experiment2","100-33",170,"Interaction Block 1",24,3,1,2,"boingla hoppo dak","P1","170P1",1,"VNP",TRUE
"40777","Experiment2","100-33",170,"Interaction Block 1",25,2,2,2,"boingla trunko bup","P2","170P2",1,"VNP",TRUE
"40778","Experiment2","100-33",170,"Interaction Block 1",26,4,2,1,"wooshla bugo bup","P1","170P1",1,"VNP",TRUE
"40779","Experiment2","100-33",170,"Interaction Block 1",27,3,2,1,"wooshla hoppo bup","P2","170P2",1,"VNP",TRUE
"40780","Experiment2","100-33",170,"Interaction Block 1",28,1,2,2,"boingla beeko bup","P1","170P1",1,"VNP",TRUE
"40781","Experiment2","100-33",170,"Interaction Block 1",29,4,2,2,"boingla bugo bup","P2","170P2",1,"VNP",TRUE
"40782","Experiment2","100-33",170,"Interaction Block 1",30,6,1,2,"boingla fino dak","P1","170P1",1,"VNP",TRUE
"40783","Experiment2","100-33",170,"Interaction Block 1",31,3,2,2,"boingla hoppo bup","P2","170P2",1,"VNP",TRUE
"40784","Experiment2","100-33",170,"Interaction Block 1",32,6,1,1,"wooshla fino dak","P1","170P1",1,"VNP",TRUE
"40785","Experiment2","100-33",170,"Interaction Block 1",33,4,1,2,"boingla bugo dak","P2","170P2",1,"VNP",TRUE
"40786","Experiment2","100-33",170,"Interaction Block 1",34,1,1,2,"boingla beeko dak","P1","170P1",1,"VNP",TRUE
"40787","Experiment2","100-33",170,"Interaction Block 1",35,1,2,1,"wooshla beeko bup","P2","170P2",1,"VNP",TRUE
"40788","Experiment2","100-33",170,"Interaction Block 1",36,6,2,2,"boingla fino bup","P1","170P1",1,"VNP",TRUE
"40789","Experiment2","100-33",170,"Interaction Block 1",37,4,1,1,"wooshla bugo dak","P2","170P2",1,"VNP",TRUE
"40790","Experiment2","100-33",170,"Interaction Block 1",38,5,1,2,"boingla oinko dak","P1","170P1",1,"VNP",TRUE
"40791","Experiment2","100-33",170,"Interaction Block 1",39,6,2,2,"boingla fino bup","P2","170P2",1,"VNP",TRUE
"40792","Experiment2","100-33",170,"Interaction Block 1",40,4,1,2,"boingla bugo dak","P1","170P1",1,"VNP",TRUE
"40793","Experiment2","100-33",170,"Interaction Block 1",41,1,1,1,"wooshla beeko dak","P2","170P2",0,"VNP",TRUE
"40794","Experiment2","100-33",170,"Interaction Block 1",42,4,2,2,"boingla bugo bup","P1","170P1",1,"VNP",TRUE
"40795","Experiment2","100-33",170,"Interaction Block 1",43,1,2,2,"boingla beeko bup","P2","170P2",1,"VNP",TRUE
"40796","Experiment2","100-33",170,"Interaction Block 1",44,1,1,1,"wooshla beeko dak","P1","170P1",1,"VNP",TRUE
"40797","Experiment2","100-33",170,"Interaction Block 1",45,2,2,1,"wooshla trunko bup","P2","170P2",1,"VNP",TRUE
"40798","Experiment2","100-33",170,"Interaction Block 1",46,5,1,1,"wooshla oinko dak","P1","170P1",1,"VNP",TRUE
"40799","Experiment2","100-33",170,"Interaction Block 1",47,5,1,1,"wooshla oink dak","P2","170P2",1,"VNP",TRUE
"40800","Experiment2","100-33",170,"Interaction Block 1",48,3,1,1,"wooshla hoppo dak","P1","170P1",1,"VNP",TRUE
"40801","Experiment2","100-33",170,"Interaction Block 2",49,3,2,2,"boingla hoppo bup","P2","170P2",1,"VNP",TRUE
"40802","Experiment2","100-33",170,"Interaction Block 2",50,6,2,2,"boingla fino bup","P1","170P1",1,"VNP",TRUE
"40803","Experiment2","100-33",170,"Interaction Block 2",51,6,2,1,"wooshla fino bup","P2","170P2",1,"VNP",TRUE
"40804","Experiment2","100-33",170,"Interaction Block 2",52,3,1,1,"wooshla hoppo dak","P1","170P1",1,"VNP",TRUE
"40805","Experiment2","100-33",170,"Interaction Block 2",53,5,2,1,"wooshla oinko bup","P2","170P2",1,"VNP",TRUE
"40806","Experiment2","100-33",170,"Interaction Block 2",54,1,2,1,"wooshla beeko bup","P1","170P1",1,"VNP",TRUE
"40807","Experiment2","100-33",170,"Interaction Block 2",55,6,2,2,"boingla fino bup","P2","170P2",1,"VNP",TRUE
"40808","Experiment2","100-33",170,"Interaction Block 2",56,2,2,2,"boingla trunko bup","P1","170P1",1,"VNP",TRUE
"40809","Experiment2","100-33",170,"Interaction Block 2",57,2,2,2,"boingla trunko bup","P2","170P2",1,"VNP",TRUE
"40810","Experiment2","100-33",170,"Interaction Block 2",58,6,1,2,"boingla fino dak","P1","170P1",1,"VNP",TRUE
"40811","Experiment2","100-33",170,"Interaction Block 2",59,3,2,1,"wooshla hoppo bup","P2","170P2",1,"VNP",TRUE
"40812","Experiment2","100-33",170,"Interaction Block 2",60,5,1,2,"boingla oinko dak","P1","170P1",1,"VNP",TRUE
"40813","Experiment2","100-33",170,"Interaction Block 2",61,4,1,2,"boingla bugo dak","P2","170P2",1,"VNP",TRUE
"40814","Experiment2","100-33",170,"Interaction Block 2",62,6,2,1,"wooshla fino bup","P1","170P1",1,"VNP",TRUE
"40815","Experiment2","100-33",170,"Interaction Block 2",63,3,1,2,"boingla hoppo dak","P2","170P2",1,"VNP",TRUE
"40816","Experiment2","100-33",170,"Interaction Block 2",64,4,2,1,"wooshla bugo bup","P1","170P1",1,"VNP",TRUE
"40817","Experiment2","100-33",170,"Interaction Block 2",65,6,1,2,"boingla fino dak","P2","170P2",1,"VNP",TRUE
"40818","Experiment2","100-33",170,"Interaction Block 2",66,4,2,2,"boingla bugo bup","P1","170P1",1,"VNP",TRUE
"40819","Experiment2","100-33",170,"Interaction Block 2",67,1,2,2,"boingla beeko bup","P2","170P2",1,"VNP",TRUE
"40820","Experiment2","100-33",170,"Interaction Block 2",68,5,2,2,"boingla oinko bup","P1","170P1",1,"VNP",TRUE
"40821","Experiment2","100-33",170,"Interaction Block 2",69,5,2,2,"boingla oinko bup","P2","170P2",1,"VNP",TRUE
"40822","Experiment2","100-33",170,"Interaction Block 2",70,3,2,2,"boingla hoppo bup","P1","170P1",1,"VNP",TRUE
"40823","Experiment2","100-33",170,"Interaction Block 2",71,1,2,1,"wooshla beeko bup","P2","170P2",1,"VNP",TRUE
"40824","Experiment2","100-33",170,"Interaction Block 2",72,4,1,1,"wooshla bugo dak","P1","170P1",1,"VNP",TRUE
"40825","Experiment2","100-33",170,"Interaction Block 2",73,4,1,1,"wooshla bugo dak","P2","170P2",1,"VNP",TRUE
"40826","Experiment2","100-33",170,"Interaction Block 2",74,5,1,1,"wooshla oinko dak","P1","170P1",1,"VNP",TRUE
"40827","Experiment2","100-33",170,"Interaction Block 2",75,3,1,1,"wooshla hoppo dak","P2","170P2",1,"VNP",TRUE
"40828","Experiment2","100-33",170,"Interaction Block 2",76,1,1,1,"wooshla beeko dak","P1","170P1",1,"VNP",TRUE
"40829","Experiment2","100-33",170,"Interaction Block 2",77,2,1,2,"boingla trunko dak","P2","170P2",1,"VNP",TRUE
"40830","Experiment2","100-33",170,"Interaction Block 2",78,6,1,1,"wooshla fino dak","P1","170P1",1,"VNP",TRUE
"40831","Experiment2","100-33",170,"Interaction Block 2",79,4,2,1,"wooshla bugo bup","P2","170P2",1,"VNP",TRUE
"40832","Experiment2","100-33",170,"Interaction Block 2",80,3,2,1,"wooshla hoppo bup","P1","170P1",1,"VNP",TRUE
"40833","Experiment2","100-33",170,"Interaction Block 2",81,2,1,1,"wooshla trunko dak","P2","170P2",1,"VNP",TRUE
"40834","Experiment2","100-33",170,"Interaction Block 2",82,5,2,1,"wooshla oinko bup","P1","170P1",1,"VNP",TRUE
"40835","Experiment2","100-33",170,"Interaction Block 2",83,5,1,1,"wooshla oinko dak","P2","170P2",1,"VNP",TRUE
"40836","Experiment2","100-33",170,"Interaction Block 2",84,4,1,2,"boingla bugo dak","P1","170P1",1,"VNP",TRUE
"40837","Experiment2","100-33",170,"Interaction Block 2",85,5,1,2,"boingla oinko dak","P2","170P2",1,"VNP",TRUE
"40838","Experiment2","100-33",170,"Interaction Block 2",86,1,2,2,"boingla beeko bup","P1","170P1",1,"VNP",TRUE
"40839","Experiment2","100-33",170,"Interaction Block 2",87,1,1,1,"wooshla beeko dak","P2","170P2",1,"VNP",TRUE
"40840","Experiment2","100-33",170,"Interaction Block 2",88,1,1,2,"boingla beeko dak","P1","170P1",1,"VNP",TRUE
"40841","Experiment2","100-33",170,"Interaction Block 2",89,2,2,1,"wooshla trunko bup","P2","170P2",1,"VNP",TRUE
"40842","Experiment2","100-33",170,"Interaction Block 2",90,2,1,1,"wooshla trunko dak","P1","170P1",1,"VNP",TRUE
"40843","Experiment2","100-33",170,"Interaction Block 2",91,6,1,1,"wooshla fino dak","P2","170P2",1,"VNP",TRUE
"40844","Experiment2","100-33",170,"Interaction Block 2",92,2,1,2,"boingla trunko dak","P1","170P1",1,"VNP",TRUE
"40845","Experiment2","100-33",170,"Interaction Block 2",93,1,1,2,"boingla beeko dak","P2","170P2",1,"VNP",TRUE
"40846","Experiment2","100-33",170,"Interaction Block 2",94,2,2,1,"wooshla trunko bup","P1","170P1",1,"VNP",TRUE
"40847","Experiment2","100-33",170,"Interaction Block 2",95,4,2,2,"boingla bugo bup","P2","170P2",1,"VNP",TRUE
"40848","Experiment2","100-33",170,"Interaction Block 2",96,3,1,2,"boingla hoppo dak","P1","170P1",1,"VNP",TRUE
"40849","Experiment2","100-33",170,"Recall 2",1,2,1,2,"boingla trunko dak","P1","170P1",NA,"VNP",TRUE
"40850","Experiment2","100-33",170,"Recall 2",1,2,1,1,"wooshla trunko dak","P2","170P2",NA,"VNP",TRUE
"40851","Experiment2","100-33",170,"Recall 2",2,6,2,1,"wooshla fino bup","P1","170P1",NA,"VNP",TRUE
"40852","Experiment2","100-33",170,"Recall 2",2,1,2,2,"boingla beeko bup","P2","170P2",NA,"VNP",TRUE
"40853","Experiment2","100-33",170,"Recall 2",3,4,1,1,"wooshla bugo dak","P1","170P1",NA,"VNP",TRUE
"40854","Experiment2","100-33",170,"Recall 2",3,3,2,1,"wooshla hoppo bup","P2","170P2",NA,"VNP",TRUE
"40855","Experiment2","100-33",170,"Recall 2",4,1,1,1,"wooshla beeko dak","P1","170P1",NA,"VNP",TRUE
"40856","Experiment2","100-33",170,"Recall 2",4,2,2,1,"wooshla trunko bup","P2","170P2",NA,"VNP",TRUE
"40857","Experiment2","100-33",170,"Recall 2",5,5,1,2,"boingla oinko dak","P1","170P1",NA,"VNP",TRUE
"40858","Experiment2","100-33",170,"Recall 2",5,3,2,2,"boingla hoppo bup","P2","170P2",NA,"VNP",TRUE
"40859","Experiment2","100-33",170,"Recall 2",6,4,2,1,"wooshla bugo bup","P1","170P1",NA,"VNP",TRUE
"40860","Experiment2","100-33",170,"Recall 2",6,3,1,1,"wooshla hoppo dak","P2","170P2",NA,"VNP",TRUE
"40861","Experiment2","100-33",170,"Recall 2",7,1,2,2,"boingla beeko bup","P1","170P1",NA,"VNP",TRUE
"40862","Experiment2","100-33",170,"Recall 2",7,4,1,2,"boingla bugo dak","P2","170P2",NA,"VNP",TRUE
"40863","Experiment2","100-33",170,"Recall 2",8,3,1,2,"boingla hoppo dak","P1","170P1",NA,"VNP",TRUE
"40864","Experiment2","100-33",170,"Recall 2",8,1,1,1,"wooshla beeko dak","P2","170P2",NA,"VNP",TRUE
"40865","Experiment2","100-33",170,"Recall 2",9,3,1,1,"wooshla hoppo dak","P1","170P1",NA,"VNP",TRUE
"40866","Experiment2","100-33",170,"Recall 2",9,6,1,2,"boingla fino dak","P2","170P2",NA,"VNP",TRUE
"40867","Experiment2","100-33",170,"Recall 2",10,6,2,2,"boingla fino bup","P1","170P1",NA,"VNP",TRUE
"40868","Experiment2","100-33",170,"Recall 2",10,4,2,2,"boingla bugo bup","P2","170P2",NA,"VNP",TRUE
"40869","Experiment2","100-33",170,"Recall 2",11,6,1,1,"wooshla fino dak","P1","170P1",NA,"VNP",TRUE
"40870","Experiment2","100-33",170,"Recall 2",11,2,1,2,"boingla trunko dak","P2","170P2",NA,"VNP",TRUE
"40871","Experiment2","100-33",170,"Recall 2",12,5,2,2,"boingla oinko bup","P1","170P1",NA,"VNP",TRUE
"40872","Experiment2","100-33",170,"Recall 2",12,6,2,1,"wooshla fino bup","P2","170P2",NA,"VNP",TRUE
"40873","Experiment2","100-33",170,"Recall 2",13,2,2,1,"wooshla trunko bup","P1","170P1",NA,"VNP",TRUE
"40874","Experiment2","100-33",170,"Recall 2",13,3,1,2,"boingla hoppo dak","P2","170P2",NA,"VNP",TRUE
"40875","Experiment2","100-33",170,"Recall 2",14,1,1,2,"boingla beeko dak","P1","170P1",NA,"VNP",TRUE
"40876","Experiment2","100-33",170,"Recall 2",14,5,1,2,"boingla oinko dak","P2","170P2",NA,"VNP",TRUE
"40877","Experiment2","100-33",170,"Recall 2",15,2,1,1,"wooshla trunko dak","P1","170P1",NA,"VNP",TRUE
"40878","Experiment2","100-33",170,"Recall 2",15,5,2,1,"wooshla oinko bup","P2","170P2",NA,"VNP",TRUE
"40879","Experiment2","100-33",170,"Recall 2",16,4,1,2,"boingla bugo dak","P1","170P1",NA,"VNP",TRUE
"40880","Experiment2","100-33",170,"Recall 2",16,6,1,1,"wooshla fino dak","P2","170P2",NA,"VNP",TRUE
"40881","Experiment2","100-33",170,"Recall 2",17,3,2,2,"boingla hoppo bup","P1","170P1",NA,"VNP",TRUE
"40882","Experiment2","100-33",170,"Recall 2",17,6,2,2,"boingla fino bup","P2","170P2",NA,"VNP",TRUE
"40883","Experiment2","100-33",170,"Recall 2",18,5,1,1,"wooshla oinko dak","P1","170P1",NA,"VNP",TRUE
"40884","Experiment2","100-33",170,"Recall 2",18,4,2,1,"wooshla bugo bup","P2","170P2",NA,"VNP",TRUE
"40885","Experiment2","100-33",170,"Recall 2",19,5,2,1,"wooshla oinko bup","P1","170P1",NA,"VNP",TRUE
"40886","Experiment2","100-33",170,"Recall 2",19,2,2,2,"boingla trunko bup","P2","170P2",NA,"VNP",TRUE
"40887","Experiment2","100-33",170,"Recall 2",20,1,2,1,"wooshla beeko bup","P1","170P1",NA,"VNP",TRUE
"40888","Experiment2","100-33",170,"Recall 2",20,1,2,1,"wooshla beeko bup","P2","170P2",NA,"VNP",TRUE
"40889","Experiment2","100-33",170,"Recall 2",21,3,2,1,"wooshla hoppo bup","P1","170P1",NA,"VNP",TRUE
"40890","Experiment2","100-33",170,"Recall 2",21,5,1,1,"wooshla oinko dak","P2","170P2",NA,"VNP",TRUE
"40891","Experiment2","100-33",170,"Recall 2",22,4,2,2,"boingla bugo bup","P1","170P1",NA,"VNP",TRUE
"40892","Experiment2","100-33",170,"Recall 2",22,1,1,2,"boingla beeko dak","P2","170P2",NA,"VNP",TRUE
"40893","Experiment2","100-33",170,"Recall 2",23,2,2,2,"boingla trunko bup","P1","170P1",NA,"VNP",TRUE
"40894","Experiment2","100-33",170,"Recall 2",23,5,2,2,"boingla oinko bup","P2","170P2",NA,"VNP",TRUE
"40895","Experiment2","100-33",170,"Recall 2",24,6,1,2,"boingla fino dak","P1","170P1",NA,"VNP",TRUE
"40896","Experiment2","100-33",170,"Recall 2",24,4,1,1,"wooshla bugo dak","P2","170P2",NA,"VNP",TRUE
"40897","Experiment2","100-33",170,"Recall 2",25,4,1,1,"wooshla bugo dak","P1","170P1",NA,"VNP",TRUE
"40898","Experiment2","100-33",170,"Recall 2",25,5,1,1,"wooshla oinko dak","P2","170P2",NA,"VNP",TRUE
"40899","Experiment2","100-33",170,"Recall 2",26,3,2,1,"wooshla hoppo bup","P1","170P1",NA,"VNP",TRUE
"40900","Experiment2","100-33",170,"Recall 2",26,1,1,1,"wooshla beeko dak","P2","170P2",NA,"VNP",TRUE
"40901","Experiment2","100-33",170,"Recall 2",27,4,2,1,"wooshla bugo bup","P1","170P1",NA,"VNP",TRUE
"40902","Experiment2","100-33",170,"Recall 2",27,6,2,1,"wooshla fino bup","P2","170P2",NA,"VNP",TRUE
"40903","Experiment2","100-33",170,"Recall 2",28,5,2,2,"boingla oinko bup","P1","170P1",NA,"VNP",TRUE
"40904","Experiment2","100-33",170,"Recall 2",28,5,1,2,"boingla oinko dak","P2","170P2",NA,"VNP",TRUE
"40905","Experiment2","100-33",170,"Recall 2",29,3,1,1,"wooshla hoppo dak","P1","170P1",NA,"VNP",TRUE
"40906","Experiment2","100-33",170,"Recall 2",29,4,2,1,"wooshla bugo bup","P2","170P2",NA,"VNP",TRUE
"40907","Experiment2","100-33",170,"Recall 2",30,4,2,2,"boingla bugo bup","P1","170P1",NA,"VNP",TRUE
"40908","Experiment2","100-33",170,"Recall 2",30,4,2,2,"boingla bugo bup","P2","170P2",NA,"VNP",TRUE
"40909","Experiment2","100-33",170,"Recall 2",31,3,1,2,"boingla hoppo dak","P1","170P1",NA,"VNP",TRUE
"40910","Experiment2","100-33",170,"Recall 2",31,1,2,2,"boingla beeko bup","P2","170P2",NA,"VNP",TRUE
"40911","Experiment2","100-33",170,"Recall 2",32,3,2,2,"boingla hoppo bup","P1","170P1",NA,"VNP",TRUE
"40912","Experiment2","100-33",170,"Recall 2",32,5,2,1,"wooshla oinko bup","P2","170P2",NA,"VNP",TRUE
"40913","Experiment2","100-33",170,"Recall 2",33,1,1,1,"wooshla beeko dak","P1","170P1",NA,"VNP",TRUE
"40914","Experiment2","100-33",170,"Recall 2",33,1,1,2,"boingla beeko dak","P2","170P2",NA,"VNP",TRUE
"40915","Experiment2","100-33",170,"Recall 2",34,1,2,1,"wooshla beeko bup","P1","170P1",NA,"VNP",TRUE
"40916","Experiment2","100-33",170,"Recall 2",34,4,1,1,"wooshla bugo dak","P2","170P2",NA,"VNP",TRUE
"40917","Experiment2","100-33",170,"Recall 2",35,6,1,1,"wooshla fino dak","P1","170P1",NA,"VNP",TRUE
"40918","Experiment2","100-33",170,"Recall 2",35,4,1,2,"boingla bugo dak","P2","170P2",NA,"VNP",TRUE
"40919","Experiment2","100-33",170,"Recall 2",36,2,1,1,"wooshla trunko dak","P1","170P1",NA,"VNP",TRUE
"40920","Experiment2","100-33",170,"Recall 2",36,2,1,2,"boingla trunko dak","P2","170P2",NA,"VNP",TRUE
"40921","Experiment2","100-33",170,"Recall 2",37,5,2,1,"wooshla oinko bup","P1","170P1",NA,"VNP",TRUE
"40922","Experiment2","100-33",170,"Recall 2",37,3,1,2,"boingla hoppo dak","P2","170P2",NA,"VNP",TRUE
"40923","Experiment2","100-33",170,"Recall 2",38,1,2,2,"boingla beeko bup","P1","170P1",NA,"VNP",TRUE
"40924","Experiment2","100-33",170,"Recall 2",38,5,2,2,"boingla oinko bup","P2","170P2",NA,"VNP",TRUE
"40925","Experiment2","100-33",170,"Recall 2",39,4,1,2,"boingla bugo dak","P1","170P1",NA,"VNP",TRUE
"40926","Experiment2","100-33",170,"Recall 2",39,2,2,1,"wooshla trunko bup","P2","170P2",NA,"VNP",TRUE
"40927","Experiment2","100-33",170,"Recall 2",40,6,2,2,"boingla fino bup","P1","170P1",NA,"VNP",TRUE
"40928","Experiment2","100-33",170,"Recall 2",40,3,2,2,"boingla hoppo bup","P2","170P2",NA,"VNP",TRUE
"40929","Experiment2","100-33",170,"Recall 2",41,1,1,2,"boingla beeko dak","P1","170P1",NA,"VNP",TRUE
"40930","Experiment2","100-33",170,"Recall 2",41,3,1,1,"wooshla hoppo dak","P2","170P2",NA,"VNP",TRUE
"40931","Experiment2","100-33",170,"Recall 2",42,2,2,2,"boingla trunko bup","P1","170P1",NA,"VNP",TRUE
"40932","Experiment2","100-33",170,"Recall 2",42,3,2,1,"wooshla hoppo bup","P2","170P2",NA,"VNP",TRUE
"40933","Experiment2","100-33",170,"Recall 2",43,6,2,1,"wooshla fino bup","P1","170P1",NA,"VNP",TRUE
"40934","Experiment2","100-33",170,"Recall 2",43,1,2,1,"wooshla beeko bup","P2","170P2",NA,"VNP",TRUE
"40935","Experiment2","100-33",170,"Recall 2",44,2,1,2,"boingla trunko dak","P1","170P1",NA,"VNP",TRUE
"40936","Experiment2","100-33",170,"Recall 2",44,2,2,2,"boingla trunko bup","P2","170P2",NA,"VNP",TRUE
"40937","Experiment2","100-33",170,"Recall 2",45,5,1,2,"boingla oinko dak","P1","170P1",NA,"VNP",TRUE
"40938","Experiment2","100-33",170,"Recall 2",45,6,1,2,"boingla fino dak","P2","170P2",NA,"VNP",TRUE
"40939","Experiment2","100-33",170,"Recall 2",46,5,1,1,"wooshla oinko dak","P1","170P1",NA,"VNP",TRUE
