"","Experiment","Condition","Pair","Block","TrialN","Animal","Number","Movement","Description","Participant","ParticipantID","Score","WordOrder","Marked"
"27118","Experiment2","100-33",63,"Training",119,2,2,1,"wooshla trunko tid","P2","63P2",NA,"VNP",TRUE
"27119","Experiment2","100-33",63,"Training",120,5,1,2,"boingla oinko pag","P1","63P1",NA,"VNP",TRUE
"27120","Experiment2","100-33",63,"Training",120,3,1,2,"boingla hoppo pag","P2","63P2",NA,"VNP",TRUE
"27121","Experiment2","100-33",63,"Training",121,6,1,1,"wooshla fino pag","P1","63P1",NA,"VNP",TRUE
"27122","Experiment2","100-33",63,"Training",121,1,2,2,"boingla beeko tid","P2","63P2",NA,"VNP",TRUE
"27123","Experiment2","100-33",63,"Training",122,2,1,2,"boingla trunko pag","P1","63P1",NA,"VNP",TRUE
"27124","Experiment2","100-33",63,"Training",122,6,1,2,"boingla fino","P2","63P2",NA,"VN",FALSE
"27125","Experiment2","100-33",63,"Training",123,3,1,2,"boingla hoppo pag","P1","63P1",NA,"VNP",TRUE
"27126","Experiment2","100-33",63,"Training",123,2,1,2,"boingla trunko","P2","63P2",NA,"VN",FALSE
"27127","Experiment2","100-33",63,"Training",124,1,1,1,"wooshla beeko pag","P1","63P1",NA,"VNP",TRUE
"27128","Experiment2","100-33",63,"Training",124,5,2,1,"wooshla oinko tid","P2","63P2",NA,"VNP",TRUE
"27129","Experiment2","100-33",63,"Training",125,3,2,2,"boingla hoppo tid","P1","63P1",NA,"VNP",TRUE
"27130","Experiment2","100-33",63,"Training",125,3,2,2,"boingla hoppo tid","P2","63P2",NA,"VNP",TRUE
"27131","Experiment2","100-33",63,"Training",126,5,1,2,"boingla oinko pag","P1","63P1",NA,"VNP",TRUE
"27132","Experiment2","100-33",63,"Training",126,3,1,1,"wooshla hoppo","P2","63P2",NA,"VN",FALSE
"27133","Experiment2","100-33",63,"Training",127,6,2,2,"boingla fino tid","P1","63P1",NA,"VNP",TRUE
"27134","Experiment2","100-33",63,"Training",127,1,1,1,"wooshla beeko","P2","63P2",NA,"VN",FALSE
"27135","Experiment2","100-33",63,"Training",128,2,2,2,"boingla trunko tid","P1","63P1",NA,"VNP",TRUE
"27136","Experiment2","100-33",63,"Training",128,4,1,1,"wooshla bugo","P2","63P2",NA,"VN",FALSE
"27137","Experiment2","100-33",63,"Training",129,5,2,1,"wooshla oinko tid","P1","63P1",NA,"VNP",TRUE
"27138","Experiment2","100-33",63,"Training",129,1,1,2,"boingla beeko","P2","63P2",NA,"VN",FALSE
"27139","Experiment2","100-33",63,"Training",130,1,2,1,"wooshla beeko tid","P1","63P1",NA,"VNP",TRUE
"27140","Experiment2","100-33",63,"Training",130,5,1,2,"boingla oinko pag","P2","63P2",NA,"VNP",TRUE
"27141","Experiment2","100-33",63,"Training",131,1,2,2,"boingla beeko tid","P1","63P1",NA,"VNP",TRUE
"27142","Experiment2","100-33",63,"Training",131,2,1,1,"wooshla trunko pag","P2","63P2",NA,"VNP",TRUE
"27143","Experiment2","100-33",63,"Training",132,4,1,2,"boingla bugo pag","P1","63P1",NA,"VNP",TRUE
"27144","Experiment2","100-33",63,"Training",132,4,1,2,"boingla bugo pag","P2","63P2",NA,"VNP",TRUE
"27145","Experiment2","100-33",63,"Training",133,4,1,1,"wooshla bugo pag","P1","63P1",NA,"VNP",TRUE
"27146","Experiment2","100-33",63,"Training",133,4,2,1,"wooshla bugo tid","P2","63P2",NA,"VNP",TRUE
"27147","Experiment2","100-33",63,"Training",134,4,2,2,"boingla bugo tid","P1","63P1",NA,"VNP",TRUE
"27148","Experiment2","100-33",63,"Training",134,5,2,2,"boingla oinko tid","P2","63P2",NA,"VNP",TRUE
"27149","Experiment2","100-33",63,"Training",135,1,1,2,"boingla beeko pag","P1","63P1",NA,"VNP",TRUE
"27150","Experiment2","100-33",63,"Training",135,6,2,1,"wooshla fino tid","P2","63P2",NA,"VNP",TRUE
"27151","Experiment2","100-33",63,"Training",136,2,1,1,"wooshla trunko pag","P1","63P1",NA,"VNP",TRUE
"27152","Experiment2","100-33",63,"Training",136,3,1,2,"boingla hoppo","P2","63P2",NA,"VN",FALSE
"27153","Experiment2","100-33",63,"Training",137,6,2,1,"wooshla fino tid","P1","63P1",NA,"VNP",TRUE
"27154","Experiment2","100-33",63,"Training",137,3,2,1,"wooshla hoppo tid","P2","63P2",NA,"VNP",TRUE
"27155","Experiment2","100-33",63,"Training",138,5,2,2,"boingla oinko tid","P1","63P1",NA,"VNP",TRUE
"27156","Experiment2","100-33",63,"Training",138,5,1,1,"wooshla oinko pag","P2","63P2",NA,"VNP",TRUE
"27157","Experiment2","100-33",63,"Training",139,3,2,1,"wooshla hoppo tid","P1","63P1",NA,"VNP",TRUE
"27158","Experiment2","100-33",63,"Training",139,2,2,2,"boingla trunko tid","P2","63P2",NA,"VNP",TRUE
"27159","Experiment2","100-33",63,"Training",140,6,1,2,"boingla fino pag","P1","63P1",NA,"VNP",TRUE
"27160","Experiment2","100-33",63,"Training",140,4,2,2,"boingla bugo tid","P2","63P2",NA,"VNP",TRUE
"27161","Experiment2","100-33",63,"Training",141,3,1,1,"wooshla hoppo pag","P1","63P1",NA,"VNP",TRUE
"27162","Experiment2","100-33",63,"Training",141,1,2,1,"wooshla beeko tid","P2","63P2",NA,"VNP",TRUE
"27163","Experiment2","100-33",63,"Training",142,4,2,1,"wooshla bugo tid","P1","63P1",NA,"VNP",TRUE
"27164","Experiment2","100-33",63,"Training",142,6,2,2,"boingla fino tid","P2","63P2",NA,"VNP",TRUE
"27165","Experiment2","100-33",63,"Training",143,2,2,1,"wooshla trunko tid","P1","63P1",NA,"VNP",TRUE
"27166","Experiment2","100-33",63,"Training",143,2,2,1,"wooshla trunko tid","P2","63P2",NA,"VNP",TRUE
"27167","Experiment2","100-33",63,"Training",144,5,1,1,"wooshla oinko pag","P1","63P1",NA,"VNP",TRUE
"27168","Experiment2","100-33",63,"Training",144,6,1,1,"wooshla fino","P2","63P2",NA,"VN",FALSE
"27169","Experiment2","100-33",63,"Recall 1",1,1,2,1,"wooshla beeko tid","P1","63P1",NA,"VNP",TRUE
"27170","Experiment2","100-33",63,"Recall 1",1,2,2,2,"boingla trunko tid","P2","63P2",NA,"VNP",TRUE
"27171","Experiment2","100-33",63,"Recall 1",2,6,1,2,"boingla fino pag","P1","63P1",NA,"VNP",TRUE
"27172","Experiment2","100-33",63,"Recall 1",2,6,1,2,"boingla fino","P2","63P2",NA,"VN",FALSE
"27173","Experiment2","100-33",63,"Recall 1",3,3,1,1,"wooshla hoppo pag","P1","63P1",NA,"VNP",TRUE
"27174","Experiment2","100-33",63,"Recall 1",3,5,1,1,"wooshla oinko","P2","63P2",NA,"VN",FALSE
"27175","Experiment2","100-33",63,"Recall 1",4,3,2,1,"wooshla hoppo tid","P1","63P1",NA,"VNP",TRUE
"27176","Experiment2","100-33",63,"Recall 1",4,5,1,2,"boingla oinko","P2","63P2",NA,"VN",FALSE
"27177","Experiment2","100-33",63,"Recall 1",5,6,2,1,"wooshla fino tid","P1","63P1",NA,"VNP",TRUE
"27178","Experiment2","100-33",63,"Recall 1",5,3,1,1,"wooshla hoppo","P2","63P2",NA,"VN",FALSE
"27179","Experiment2","100-33",63,"Recall 1",6,2,1,1,"wooshla trunko pag","P1","63P1",NA,"VNP",TRUE
"27180","Experiment2","100-33",63,"Recall 1",6,4,1,2,"boingla bugo","P2","63P2",NA,"VN",FALSE
"27181","Experiment2","100-33",63,"Recall 1",7,5,1,1,"wooshla oinko pag","P1","63P1",NA,"VNP",TRUE
"27182","Experiment2","100-33",63,"Recall 1",7,4,2,2,"boingla bugo tid","P2","63P2",NA,"VNP",TRUE
"27183","Experiment2","100-33",63,"Recall 1",8,1,1,1,"wooshla beeko pag","P1","63P1",NA,"VNP",TRUE
"27184","Experiment2","100-33",63,"Recall 1",8,2,2,1,"wooshla trunko tid","P2","63P2",NA,"VNP",TRUE
"27185","Experiment2","100-33",63,"Recall 1",9,1,1,2,"boingla beeko pag","P1","63P1",NA,"VNP",TRUE
"27186","Experiment2","100-33",63,"Recall 1",9,2,1,1,"wooshla trunko pag","P2","63P2",NA,"VNP",TRUE
"27187","Experiment2","100-33",63,"Recall 1",10,1,2,2,"boingla beeko tid","P1","63P1",NA,"VNP",TRUE
"27188","Experiment2","100-33",63,"Recall 1",10,3,2,2,"boingla hoppo tid","P2","63P2",NA,"VNP",TRUE
"27189","Experiment2","100-33",63,"Recall 1",11,3,1,2,"boingla hoppo pag","P1","63P1",NA,"VNP",TRUE
"27190","Experiment2","100-33",63,"Recall 1",11,5,2,2,"boingla oinko tid","P2","63P2",NA,"VNP",TRUE
"27191","Experiment2","100-33",63,"Recall 1",12,4,2,1,"wooshla bugo tid","P1","63P1",NA,"VNP",TRUE
"27192","Experiment2","100-33",63,"Recall 1",12,3,1,2,"boingla hoppo","P2","63P2",NA,"VN",FALSE
"27193","Experiment2","100-33",63,"Recall 1",13,5,2,1,"wooshla oinko tid","P1","63P1",NA,"VNP",TRUE
"27194","Experiment2","100-33",63,"Recall 1",13,1,1,2,"boingla hoppo","P2","63P2",NA,"VN",FALSE
"27195","Experiment2","100-33",63,"Recall 1",14,4,1,2,"boingla bugo pag","P1","63P1",NA,"VNP",TRUE
"27196","Experiment2","100-33",63,"Recall 1",14,2,1,2,"boingla trunko","P2","63P2",NA,"VN",FALSE
"27197","Experiment2","100-33",63,"Recall 1",15,4,1,1,"wooshla bugo pag","P1","63P1",NA,"VNP",TRUE
"27198","Experiment2","100-33",63,"Recall 1",15,1,2,1,"wooshla beeko tid","P2","63P2",NA,"VNP",TRUE
"27199","Experiment2","100-33",63,"Recall 1",16,6,2,2,"boingla fino tid","P1","63P1",NA,"VNP",TRUE
"27200","Experiment2","100-33",63,"Recall 1",16,6,2,1,"wooshla fino tid","P2","63P2",NA,"VNP",TRUE
"27201","Experiment2","100-33",63,"Recall 1",17,5,1,2,"boingla oinko pag","P1","63P1",NA,"VNP",TRUE
"27202","Experiment2","100-33",63,"Recall 1",17,5,2,1,"wooshla oinko tid","P2","63P2",NA,"VNP",TRUE
"27203","Experiment2","100-33",63,"Recall 1",18,3,2,2,"boingla hoppo tid","P1","63P1",NA,"VNP",TRUE
"27204","Experiment2","100-33",63,"Recall 1",18,3,2,1,"wooshla hoppo tid","P2","63P2",NA,"VNP",TRUE
"27205","Experiment2","100-33",63,"Recall 1",19,4,2,2,"boingla bugo tid","P1","63P1",NA,"VNP",TRUE
"27206","Experiment2","100-33",63,"Recall 1",19,4,2,1,"wooshla bugo tid","P2","63P2",NA,"VNP",TRUE
"27207","Experiment2","100-33",63,"Recall 1",20,2,2,2,"boingla trunko tid","P1","63P1",NA,"VNP",TRUE
"27208","Experiment2","100-33",63,"Recall 1",20,6,1,1,"wooshla fino pag","P2","63P2",NA,"VNP",TRUE
"27209","Experiment2","100-33",63,"Recall 1",21,2,2,1,"wooshla trunko tid","P1","63P1",NA,"VNP",TRUE
"27210","Experiment2","100-33",63,"Recall 1",21,6,2,2,"boingla fino tid","P2","63P2",NA,"VNP",TRUE
"27211","Experiment2","100-33",63,"Recall 1",22,6,1,1,"wooshla fino pag","P1","63P1",NA,"VNP",TRUE
"27212","Experiment2","100-33",63,"Recall 1",22,4,1,1,"wooshla bugo","P2","63P2",NA,"VN",FALSE
"27213","Experiment2","100-33",63,"Recall 1",23,2,1,2,"boingla trunko pag","P1","63P1",NA,"VNP",TRUE
"27214","Experiment2","100-33",63,"Recall 1",23,1,2,2,"boingla beeko tid","P2","63P2",NA,"VNP",TRUE
"27215","Experiment2","100-33",63,"Recall 1",24,5,2,2,"boingla oinko tid","P1","63P1",NA,"VNP",TRUE
"27216","Experiment2","100-33",63,"Recall 1",24,1,1,1,"wooshla beeko pag","P2","63P2",NA,"VNP",TRUE
"27217","Experiment2","100-33",63,"Recall 1",25,3,2,1,"wooshla hoppo tid","P1","63P1",NA,"VNP",TRUE
"27218","Experiment2","100-33",63,"Recall 1",25,1,2,2,"boingla beeko tid","P2","63P2",NA,"VNP",TRUE
"27219","Experiment2","100-33",63,"Recall 1",26,3,2,2,"boingla hoppo tid","P1","63P1",NA,"VNP",TRUE
"27220","Experiment2","100-33",63,"Recall 1",26,4,1,2,"boingla bugo","P2","63P2",NA,"VN",FALSE
"27221","Experiment2","100-33",63,"Recall 1",27,2,2,2,"boingla trunko tid","P1","63P1",NA,"VNP",TRUE
"27222","Experiment2","100-33",63,"Recall 1",27,6,1,1,"wooshla fino","P2","63P2",NA,"VN",FALSE
"27223","Experiment2","100-33",63,"Recall 1",28,1,2,1,"wooshla beeko tid","P1","63P1",NA,"VNP",TRUE
"27224","Experiment2","100-33",63,"Recall 1",28,6,1,2,"boingla fino","P2","63P2",NA,"VN",FALSE
"27225","Experiment2","100-33",63,"Recall 1",29,2,1,2,"boingla trunko pag","P1","63P1",NA,"VNP",TRUE
"27226","Experiment2","100-33",63,"Recall 1",29,2,2,2,"boingla trunko tid","P2","63P2",NA,"VNP",TRUE
"27227","Experiment2","100-33",63,"Recall 1",30,1,1,2,"boingla beeko pag","P1","63P1",NA,"VNP",TRUE
"27228","Experiment2","100-33",63,"Recall 1",30,5,1,2,"boingla oinko","P2","63P2",NA,"VN",FALSE
"27229","Experiment2","100-33",63,"Recall 1",31,1,1,1,"wooshla beeko pag","P1","63P1",NA,"VNP",TRUE
"27230","Experiment2","100-33",63,"Recall 1",31,3,1,2,"boingla hoppo","P2","63P2",NA,"VN",FALSE
"27231","Experiment2","100-33",63,"Recall 1",32,4,2,1,"wooshla bugo tid","P1","63P1",NA,"VNP",TRUE
"27232","Experiment2","100-33",63,"Recall 1",32,3,2,1,"wooshla hoppo tid","P2","63P2",NA,"VNP",TRUE
"27233","Experiment2","100-33",63,"Recall 1",33,6,2,2,"boingla fino tid","P1","63P1",NA,"VNP",TRUE
"27234","Experiment2","100-33",63,"Recall 1",33,4,2,1,"wooshla bugo tid","P2","63P2",NA,"VNP",TRUE
"27235","Experiment2","100-33",63,"Recall 1",34,3,1,2,"boingla hoppo pag","P1","63P1",NA,"VNP",TRUE
"27236","Experiment2","100-33",63,"Recall 1",34,2,1,1,"wooshla trunko","P2","63P2",NA,"VN",FALSE
"27237","Experiment2","100-33",63,"Recall 1",35,1,2,2,"boingla beeko tid","P1","63P1",NA,"VNP",TRUE
"27238","Experiment2","100-33",63,"Recall 1",35,5,2,2,"boingla oinko tid","P2","63P2",NA,"VNP",TRUE
"27239","Experiment2","100-33",63,"Recall 1",36,6,1,2,"boingla fino pag","P1","63P1",NA,"VNP",TRUE
"27240","Experiment2","100-33",63,"Recall 1",36,3,2,2,"boingla hoppo tid","P2","63P2",NA,"VNP",TRUE
"27241","Experiment2","100-33",63,"Recall 1",37,6,2,1,"wooshla fino tid","P1","63P1",NA,"VNP",TRUE
"27242","Experiment2","100-33",63,"Recall 1",37,6,2,2,"boingla fino tid","P2","63P2",NA,"VNP",TRUE
"27243","Experiment2","100-33",63,"Recall 1",38,2,2,1,"wooshla trunko tid","P1","63P1",NA,"VNP",TRUE
"27244","Experiment2","100-33",63,"Recall 1",38,2,1,2,"boingla trunko","P2","63P2",NA,"VN",FALSE
"27245","Experiment2","100-33",63,"Recall 1",39,5,1,2,"boingla oinko pag","P1","63P1",NA,"VNP",TRUE
"27246","Experiment2","100-33",63,"Recall 1",39,4,2,2,"boingla bugo tid","P2","63P2",NA,"VNP",TRUE
"27247","Experiment2","100-33",63,"Recall 1",40,4,1,1,"wooshla bugo pag","P1","63P1",NA,"VNP",TRUE
"27248","Experiment2","100-33",63,"Recall 1",40,5,1,1,"wooshla oinko","P2","63P2",NA,"VN",FALSE
"27249","Experiment2","100-33",63,"Recall 1",41,4,1,2,"boingla bugo pag","P1","63P1",NA,"VNP",TRUE
"27250","Experiment2","100-33",63,"Recall 1",41,6,2,1,"wooshla fino tid","P2","63P2",NA,"VNP",TRUE
"27251","Experiment2","100-33",63,"Recall 1",42,6,1,1,"wooshla fino pag","P1","63P1",NA,"VNP",TRUE
"27252","Experiment2","100-33",63,"Recall 1",42,1,2,1,"wooshla beeko tid","P2","63P2",NA,"VNP",TRUE
"27253","Experiment2","100-33",63,"Recall 1",43,5,2,1,"wooshla oinko tid","P1","63P1",NA,"VNP",TRUE
"27254","Experiment2","100-33",63,"Recall 1",43,4,1,1,"wooshla bugo","P2","63P2",NA,"VN",FALSE
"27255","Experiment2","100-33",63,"Recall 1",44,5,1,1,"wooshla oinko pag","P1","63P1",NA,"VNP",TRUE
"27256","Experiment2","100-33",63,"Recall 1",44,1,1,1,"wooshla beeko pag","P2","63P2",NA,"VNP",TRUE
"27257","Experiment2","100-33",63,"Recall 1",45,2,1,1,"wooshla trunko pag","P1","63P1",NA,"VNP",TRUE
"27258","Experiment2","100-33",63,"Recall 1",45,1,1,2,"boingla beeko","P2","63P2",NA,"VN",FALSE
"27259","Experiment2","100-33",63,"Recall 1",46,3,1,1,"wooshla hoppo pag","P1","63P1",NA,"VNP",TRUE
"27260","Experiment2","100-33",63,"Recall 1",46,3,1,1,"wooshla hoppo","P2","63P2",NA,"VN",FALSE
"27261","Experiment2","100-33",63,"Recall 1",47,5,2,2,"boingla oinko tid","P1","63P1",NA,"VNP",TRUE
"27262","Experiment2","100-33",63,"Recall 1",47,5,2,1,"wooshla oinko tid","P2","63P2",NA,"VNP",TRUE
"27263","Experiment2","100-33",63,"Recall 1",48,4,2,2,"boingla bugo tid","P1","63P1",NA,"VNP",TRUE
"27264","Experiment2","100-33",63,"Recall 1",48,2,2,1,"wooshla trunko tid","P2","63P2",NA,"VNP",TRUE
"27265","Experiment2","100-33",63,"Recall 1",49,3,1,1,"wooshla hoppo pag","P1","63P1",NA,"VNP",TRUE
"27266","Experiment2","100-33",63,"Recall 1",49,1,1,1,"wooshla beeko","P2","63P2",NA,"VN",FALSE
"27267","Experiment2","100-33",63,"Recall 1",50,2,2,1,"wooshla trunko tid","P1","63P1",NA,"VNP",TRUE
"27268","Experiment2","100-33",63,"Recall 1",50,4,2,1,"wooshla bugo tid","P2","63P2",NA,"VNP",TRUE
"27269","Experiment2","100-33",63,"Recall 1",51,6,2,1,"wooshla fino tid","P1","63P1",NA,"VNP",TRUE
"27270","Experiment2","100-33",63,"Recall 1",51,2,2,1,"wooshla trunko tid","P2","63P2",NA,"VNP",TRUE
"27271","Experiment2","100-33",63,"Recall 1",52,3,1,2,"boingla hoppo pag","P1","63P1",NA,"VNP",TRUE
"27272","Experiment2","100-33",63,"Recall 1",52,6,2,1,"wooshla fino tid","P2","63P2",NA,"VNP",TRUE
"27273","Experiment2","100-33",63,"Recall 1",53,2,1,2,"boingla trunko pag","P1","63P1",NA,"VNP",TRUE
"27274","Experiment2","100-33",63,"Recall 1",53,3,2,2,"boingla hoppo tid","P2","63P2",NA,"VNP",TRUE
"27275","Experiment2","100-33",63,"Recall 1",54,1,1,1,"wooshla beeko pag","P1","63P1",NA,"VNP",TRUE
"27276","Experiment2","100-33",63,"Recall 1",54,6,2,2,"boingla fino tid","P2","63P2",NA,"VNP",TRUE
"27277","Experiment2","100-33",63,"Recall 1",55,2,1,1,"wooshla trunko pag","P1","63P1",NA,"VNP",TRUE
"27278","Experiment2","100-33",63,"Recall 1",55,3,1,1,"wooshla hoppo","P2","63P2",NA,"VN",FALSE
"27279","Experiment2","100-33",63,"Recall 1",56,3,2,2,"boingla hoppo tid","P1","63P1",NA,"VNP",TRUE
"27280","Experiment2","100-33",63,"Recall 1",56,4,2,2,"boingla bugo tid","P2","63P2",NA,"VNP",TRUE
"27281","Experiment2","100-33",63,"Recall 1",57,1,2,1,"wooshla beeko tid","P1","63P1",NA,"VNP",TRUE
"27282","Experiment2","100-33",63,"Recall 1",57,1,2,1,"wooshla beeko tid","P2","63P2",NA,"VNP",TRUE
"27283","Experiment2","100-33",63,"Recall 1",58,6,1,2,"boingla fino pag","P1","63P1",NA,"VNP",TRUE
"27284","Experiment2","100-33",63,"Recall 1",58,1,2,2,"boingla beeko tid","P2","63P2",NA,"VNP",TRUE
"27285","Experiment2","100-33",63,"Recall 1",59,4,2,2,"boingla bugo tid","P1","63P1",NA,"VNP",TRUE
"27286","Experiment2","100-33",63,"Recall 1",59,2,2,2,"boingla trunko tid","P2","63P2",NA,"VNP",TRUE
"27287","Experiment2","100-33",63,"Recall 1",60,1,2,2,"boingla beeko tid","P1","63P1",NA,"VNP",TRUE
"27288","Experiment2","100-33",63,"Recall 1",60,5,2,1,"wooshla oinko tid","P2","63P2",NA,"VNP",TRUE
"27289","Experiment2","100-33",63,"Recall 1",61,5,1,2,"boingla oinko pag","P1","63P1",NA,"VNP",TRUE
"27290","Experiment2","100-33",63,"Recall 1",61,4,1,2,"boingla bugo","P2","63P2",NA,"VN",FALSE
"27291","Experiment2","100-33",63,"Recall 1",62,3,2,1,"wooshla hoppo tid","P1","63P1",NA,"VNP",TRUE
"27292","Experiment2","100-33",63,"Recall 1",62,3,1,2,"boingla hoppo pag","P2","63P2",NA,"VNP",TRUE
"27293","Experiment2","100-33",63,"Recall 1",63,2,2,2,"boingla trunko tid","P1","63P1",NA,"VNP",TRUE
"27294","Experiment2","100-33",63,"Recall 1",63,5,1,2,"boingla oinko","P2","63P2",NA,"VN",FALSE
"27295","Experiment2","100-33",63,"Recall 1",64,5,2,1,"wooshla oinko tid","P1","63P1",NA,"VNP",TRUE
"27296","Experiment2","100-33",63,"Recall 1",64,2,1,1,"wooshla trunko","P2","63P2",NA,"VN",FALSE
"27297","Experiment2","100-33",63,"Recall 1",65,6,2,2,"boingla fino tid","P1","63P1",NA,"VNP",TRUE
"27298","Experiment2","100-33",63,"Recall 1",65,6,1,2,"boingla fino","P2","63P2",NA,"VN",FALSE
"27299","Experiment2","100-33",63,"Recall 1",66,5,2,2,"boingla oinko tid","P1","63P1",NA,"VNP",TRUE
"27300","Experiment2","100-33",63,"Recall 1",66,3,2,1,"wooshla hoppo tid","P2","63P2",NA,"VNP",TRUE
"27301","Experiment2","100-33",63,"Recall 1",67,4,2,1,"wooshla bugo tid","P1","63P1",NA,"VNP",TRUE
"27302","Experiment2","100-33",63,"Recall 1",67,5,2,2,"boingla oinko tid","P2","63P2",NA,"VNP",TRUE
"27303","Experiment2","100-33",63,"Recall 1",68,1,1,2,"boingla beeko pag","P1","63P1",NA,"VNP",TRUE
"27304","Experiment2","100-33",63,"Recall 1",68,2,1,2,"boingla trunko","P2","63P2",NA,"VN",FALSE
"27305","Experiment2","100-33",63,"Recall 1",69,4,1,1,"wooshla bugo pag","P1","63P1",NA,"VNP",TRUE
"27306","Experiment2","100-33",63,"Recall 1",69,1,1,2,"boingla beeko","P2","63P2",NA,"VN",FALSE
"27307","Experiment2","100-33",63,"Recall 1",70,4,1,2,"boingla bugo pag","P1","63P1",NA,"VNP",TRUE
"27308","Experiment2","100-33",63,"Recall 1",70,4,1,1,"wooshla bugo","P2","63P2",NA,"VN",FALSE
"27309","Experiment2","100-33",63,"Recall 1",71,5,1,1,"wooshla oinko pag","P1","63P1",NA,"VNP",TRUE
"27310","Experiment2","100-33",63,"Recall 1",71,5,1,1,"wooshla oinko","P2","63P2",NA,"VN",FALSE
"27311","Experiment2","100-33",63,"Recall 1",72,6,1,1,"wooshla fino pag","P1","63P1",NA,"VNP",TRUE
"27312","Experiment2","100-33",63,"Recall 1",72,6,1,1,"wooshla fino","P2","63P2",NA,"VN",FALSE
"27313","Experiment2","100-33",63,"Interaction Block 1",1,6,1,1,"wooshla fino pag","P1","63P1",1,"VNP",TRUE
"27314","Experiment2","100-33",63,"Interaction Block 1",2,6,2,1,"wooshla fino tid","P2","63P2",1,"VNP",TRUE
"27315","Experiment2","100-33",63,"Interaction Block 1",3,5,2,1,"wooshla oinko tid","P1","63P1",1,"VNP",TRUE
"27316","Experiment2","100-33",63,"Interaction Block 1",4,1,1,1,"wooshla beeko","P2","63P2",1,"VN",FALSE
"27317","Experiment2","100-33",63,"Interaction Block 1",5,3,2,2,"boingla hoppo tid","P1","63P1",1,"VNP",TRUE
"27318","Experiment2","100-33",63,"Interaction Block 1",6,3,2,1,"wooshla hoppo tid","P2","63P2",1,"VNP",TRUE
"27319","Experiment2","100-33",63,"Interaction Block 1",7,1,1,2,"boingla beeko pag","P1","63P1",1,"VNP",TRUE
"27320","Experiment2","100-33",63,"Interaction Block 1",8,2,1,1,"wooshla trunko","P2","63P2",0,"VN",FALSE
"27321","Experiment2","100-33",63,"Interaction Block 1",9,2,1,2,"boingla trunko pag","P1","63P1",1,"VNP",TRUE
"27322","Experiment2","100-33",63,"Interaction Block 1",10,6,1,2,"boingla fino pag","P2","63P2",1,"VNP",TRUE
"27323","Experiment2","100-33",63,"Interaction Block 1",11,4,2,2,"boingla bugo tid","P1","63P1",1,"VNP",TRUE
"27324","Experiment2","100-33",63,"Interaction Block 1",12,3,1,1,"wooshla hoppo pag","P2","63P2",1,"VNP",TRUE
"27325","Experiment2","100-33",63,"Interaction Block 1",13,5,1,2,"boingla oinko pag","P1","63P1",1,"VNP",TRUE
"27326","Experiment2","100-33",63,"Interaction Block 1",14,5,2,2,"boingla oinko tid","P2","63P2",1,"VNP",TRUE
"27327","Experiment2","100-33",63,"Interaction Block 1",15,4,1,2,"boingla bugo pag","P1","63P1",1,"VNP",TRUE
"27328","Experiment2","100-33",63,"Interaction Block 1",16,4,2,2,"boingla bugo tid","P2","63P2",1,"VNP",TRUE
"27329","Experiment2","100-33",63,"Interaction Block 1",17,1,1,1,"wooshla beeko pag","P1","63P1",1,"VNP",TRUE
"27330","Experiment2","100-33",63,"Interaction Block 1",18,2,2,2,"boingla trunko tid","P2","63P2",1,"VNP",TRUE
"27331","Experiment2","100-33",63,"Interaction Block 1",19,2,2,1,"wooshla trunko tid","P1","63P1",1,"VNP",TRUE
